img_a,img_b,label,writer_id
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-146-G-23.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-146-F-18.tif,0,146
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-45-G-06.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-45-G-15.tif,1,45
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-50-G-06.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-50-G-09.tif,1,50
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-57-G-23.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-57-F-17.tif,0,57
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-79-G-05.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-79-G-19.tif,1,79
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-159-G-16.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-159-F-12.tif,0,159
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-58-G-12.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-58-G-18.tif,1,58
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-109-G-22.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-109-F-06.tif,0,109
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-011-G-13.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-011-F-28.tif,0,11
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-12-G-06.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-12-G-20.tif,1,12
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-128-G-13.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-128-F-03.tif,0,128
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-20-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-20-G-22.tif,1,20
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-160-G-11.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-160-F-24.tif,0,160
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-137-G-16.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-137-G-24.tif,1,137
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-093-G-03.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-093-F-15.tif,0,93
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-8-G-12.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-8-F-01.tif,0,8
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-67-G-05.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-67-F-19.tif,0,67
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-7-G-01.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-7-G-16.tif,1,7
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-103-G-20.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-103-G-21.tif,1,103
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-122-G-12.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-122-F-28.tif,0,122
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-64-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-64-G-15.tif,1,64
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-38-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-38-G-08.tif,1,38
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-149-G-24.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-149-F-30.tif,0,149
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-117-G-19.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-117-F-28.tif,0,117
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-113-G-21.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-113-F-26.tif,0,113
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-104-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-104-G-16.tif,1,104
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-148-G-04.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-148-G-12.tif,1,148
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-124-G-05.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-124-G-22.tif,1,124
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-9-G-15.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-9-G-18.tif,1,9
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-114-G-24.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-114-F-04.tif,0,114
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-018-G-03.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-018-G-18.tif,1,18
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-49-G-16.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-49-F-11.tif,0,49
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-136-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-136-G-09.tif,1,136
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-011-G-20.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-011-F-28.tif,0,11
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-10-G-10.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-10-F-19.tif,0,10
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-62-G-12.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-62-F-26.tif,0,62
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-109-G-03.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-109-F-03.tif,0,109
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-140-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-140-F-18.tif,0,140
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-56-G-08.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-56-F-06.tif,0,56
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-55-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-55-G-08.tif,1,55
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-076-G-13.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-076-F-19.tif,0,76
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-8-G-09.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-8-G-19.tif,1,8
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-15-G-02.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-15-G-15.tif,1,15
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-75-G-21.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-75-F-08.tif,0,75
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-137-G-10.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-137-F-25.tif,0,137
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-108-G-10.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-108-G-13.tif,1,108
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-51-G-16.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Forged\H-S-51-F-27.tif,0,51
C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-84-G-05.tif,C:\Users\arfan\OneDrive\Desktop\forgery\data\bhsig260\Reconstructed_BHSig160-20250403T183033Z-001\Reconstructed_BHSig160\Genuine\H-S-84-G-20.tif,1,84
